Data do repasse,Repasse Previsto,Repasse Arrecadado,Repasse Devolvido,Repasse a devolver,URL
2024-05-15,1000000.00,1000000.00,0.0,,https://transparencia.recife.pe.leg.br/orcamento-financas/receitas/duodecimo/2024/2024-05-15
2024-05-15,11000000.00,11000000.00,0.0,,https://transparencia.recife.pe.leg.br/orcamento-financas/receitas/duodecimo/2024/2024-05-15-1
2024-05-17,3000000.00,3000000.00,0.0,,https://transparencia.recife.pe.leg.br/orcamento-financas/receitas/duodecimo/2024/2024-05-17
2024-05-20,4322903.40,4322903.40,0.0,,https://transparencia.recife.pe.leg.br/orcamento-financas/receitas/duodecimo/2024/2024-05-20
2024-06-05,900000.00,900000.00,0.0,,https://transparencia.recife.pe.leg.br/orcamento-financas/receitas/duodecimo/2024/2024-06-05
2024-06-17,1000000.00,1000000.00,0.0,,https://transparencia.recife.pe.leg.br/orcamento-financas/receitas/duodecimo/2024/2024-06-17
2024-06-17,15000000.00,15000000.00,0.0,,https://transparencia.recife.pe.leg.br/orcamento-financas/receitas/duodecimo/2024/2024-06-17-1
2024-06-18,3000000.00,3000000.00,0.0,,https://transparencia.recife.pe.leg.br/orcamento-financas/receitas/duodecimo/2024/2024-06-18
2024-06-20,322903.40,322903.40,0.0,,https://transparencia.recife.pe.leg.br/orcamento-financas/receitas/duodecimo/2024/2024-06-20
2024-07-05,900000.00,900000.00,0.0,,https://transparencia.recife.pe.leg.br/orcamento-financas/receitas/duodecimo/2024/2024-07-05
2024-07-12,5000000.00,5000000.00,0.0,,https://transparencia.recife.pe.leg.br/orcamento-financas/receitas/duodecimo/2024/2024-07-12
2024-07-17,"10000000,00","10000000,00",0.0,,https://transparencia.recife.pe.leg.br/orcamento-financas/receitas/duodecimo/2024/2024-07-17
2024-07-17,3322903.40,3322903.40,0.0,,https://transparencia.recife.pe.leg.br/orcamento-financas/receitas/duodecimo/2024/2024-07-17-1
2024-07-19,1000000.00,1000000.00,0.0,,https://transparencia.recife.pe.leg.br/orcamento-financas/receitas/duodecimo/2024/2024-07-19
2024-08-07,900000.00,900000.00,0.0,,https://transparencia.recife.pe.leg.br/orcamento-financas/receitas/duodecimo/2024/2024-08-07
2024-08-12,5000000.00,5000000.00,0.0,,https://transparencia.recife.pe.leg.br/orcamento-financas/receitas/duodecimo/2024/2024-08-12
2024-08-15,3322903.40,3322903.40,0.0,,https://transparencia.recife.pe.leg.br/orcamento-financas/receitas/duodecimo/2024/2024-08-15
2024-08-15,10000000.00,10000000.00,0.0,,https://transparencia.recife.pe.leg.br/orcamento-financas/receitas/duodecimo/2024/2024-08-15-1
2024-08-20,1000000.00,1000000.00,0.0,,https://transparencia.recife.pe.leg.br/orcamento-financas/receitas/duodecimo/2024/2024-08-20
2024-09-05,900000.00,900000.00,0.0,,https://transparencia.recife.pe.leg.br/orcamento-financas/receitas/duodecimo/2024/2024-09-05
2024-09-12,5000000.00,5000000.00,0.0,,https://transparencia.recife.pe.leg.br/orcamento-financas/receitas/duodecimo/2024/2024-09-12
2024-09-19,10000000.00,10000000.00,0.0,,https://transparencia.recife.pe.leg.br/orcamento-financas/receitas/duodecimo/2024/2024-09-19
2024-09-20,1000000.00,1000000.00,0.0,,https://transparencia.recife.pe.leg.br/orcamento-financas/receitas/duodecimo/2024/2024-09-20
2024-09-20,3322903.40,3322903.40,0.0,,https://transparencia.recife.pe.leg.br/orcamento-financas/receitas/duodecimo/2024/2024-09-20-1
2024-10-07,900000.00,900000.00,0.0,,https://transparencia.recife.pe.leg.br/orcamento-financas/receitas/duodecimo/2024/2024-10-07
2024-10-16,10000000.00,10000000.00,0.0,,https://transparencia.recife.pe.leg.br/orcamento-financas/receitas/duodecimo/2024/2024-10-16
2024-10-17,1000000.00,1000000.00,0.0,,https://transparencia.recife.pe.leg.br/orcamento-financas/receitas/duodecimo/2024/2024-10-17
2024-10-17,5000000.00,5000000.00,0.0,,https://transparencia.recife.pe.leg.br/orcamento-financas/receitas/duodecimo/2024/2024-10-17-1
2024-10-17,3322903.40,3322903.40,0.0,,https://transparencia.recife.pe.leg.br/orcamento-financas/receitas/duodecimo/2024/2024-10-17-2
2024-11-06,900000.00,900000.00,0.0,,https://transparencia.recife.pe.leg.br/orcamento-financas/receitas/duodecimo/2024/2024-11-06
2024-11-12,5000000.00,5000000.00,0.0,,https://transparencia.recife.pe.leg.br/orcamento-financas/receitas/duodecimo/2024/2024-11-12
2024-11-14,1000000.00,1000000.00,0.0,,https://transparencia.recife.pe.leg.br/orcamento-financas/receitas/duodecimo/2024/2024-11-14
2024-11-14,13000000.00,13000000.00,0.0,,https://transparencia.recife.pe.leg.br/orcamento-financas/receitas/duodecimo/2024/2024-11-14-1
2024-11-19,322903.40,322903.40,0.0,,https://transparencia.recife.pe.leg.br/orcamento-financas/receitas/duodecimo/2024/2024-11-19
2024-12-09,2500000.00,2500000.00,0.0,,https://transparencia.recife.pe.leg.br/orcamento-financas/receitas/duodecimo/2024/2024-12-09
2024-12-13,6000000.00,6000000.00,0.0,,https://transparencia.recife.pe.leg.br/orcamento-financas/receitas/duodecimo/2024/2024-12-13
2024-12-13,1722903.37,1722903.37,0.0,,https://transparencia.recife.pe.leg.br/orcamento-financas/receitas/duodecimo/2024/2024-12-13-1
2024-12-17,9000000.00,9000000.00,0.0,,https://transparencia.recife.pe.leg.br/orcamento-financas/receitas/duodecimo/2024/2024-12-17
2024-12-18,1000000.00,1000000.00,0.0,,https://transparencia.recife.pe.leg.br/orcamento-financas/receitas/duodecimo/2024/2024-12-18
