Data do repasse,Repasse Previsto,Repasse Arrecadado,Repasse Devolvido,Repasse a devolver,URL
2024-01-08,900000.00,900000.00,0.0,,https://transparencia.recife.pe.leg.br/orcamento-financas/receitas/duodecimo/2024/2024-01-08
2024-01-16,1000000.00,1000000.00,0.0,,https://transparencia.recife.pe.leg.br/orcamento-financas/receitas/duodecimo/2024/2024-01-16
2024-01-17,8500000.00,8500000.00,0.0,,https://transparencia.recife.pe.leg.br/orcamento-financas/receitas/duodecimo/2024/2024-01-17
2024-01-19,5000000.00,5000000.00,0.0,,https://transparencia.recife.pe.leg.br/orcamento-financas/receitas/duodecimo/2024/2024-01-19
2024-01-19,4411666.67,4411666.67,0.0,,https://transparencia.recife.pe.leg.br/orcamento-financas/receitas/duodecimo/2024/2024-01-19-1
2024-02-07,900000.00,900000.00,0.0,,https://transparencia.recife.pe.leg.br/orcamento-financas/receitas/duodecimo/2024/2024-02-07
2024-02-16,1000000.00,1000000.00,0.0,,https://transparencia.recife.pe.leg.br/orcamento-financas/receitas/duodecimo/2024/2024-02-16
2024-02-16,9000000.00,9000000.00,0.0,,https://transparencia.recife.pe.leg.br/orcamento-financas/receitas/duodecimo/2024/2024-02-16-1
2024-02-20,3000000.00,3000000.00,0.0,,https://transparencia.recife.pe.leg.br/orcamento-financas/receitas/duodecimo/2024/2024-02-20
2024-02-20,5911666.67,5911666.67,0.0,,https://transparencia.recife.pe.leg.br/orcamento-financas/receitas/duodecimo/2024/2024-02-20-1
2024-03-06,900000.00,900000.00,0.0,,https://transparencia.recife.pe.leg.br/orcamento-financas/receitas/duodecimo/2024/2024-03-06
2024-03-15,1000000.00,1000000.00,0.0,,https://transparencia.recife.pe.leg.br/orcamento-financas/receitas/duodecimo/2024/2024-03-15
2024-03-15,9000000.00,9000000.00,0.0,,https://transparencia.recife.pe.leg.br/orcamento-financas/receitas/duodecimo/2024/2024-03-15-1
2024-03-19,3000000.00,3000000.00,0.0,,https://transparencia.recife.pe.leg.br/orcamento-financas/receitas/duodecimo/2024/2024-03-19
2024-03-20,5911666.67,5911666.67,0.0,,https://transparencia.recife.pe.leg.br/orcamento-financas/receitas/duodecimo/2024/2024-03-20
2024-04-05,900000.00,900000.00,0.0,,https://transparencia.recife.pe.leg.br/orcamento-financas/receitas/duodecimo/2024/2024-04-05
2024-04-17,1000000.00,1000000.00,0.0,,https://transparencia.recife.pe.leg.br/orcamento-financas/receitas/duodecimo/2024/2024-04-17
2024-04-17,11000000.00,11000000.00,0.0,,https://transparencia.recife.pe.leg.br/orcamento-financas/receitas/duodecimo/2024/2024-04-17-1
2024-04-18,3000000.00,3000000.00,0.0,,https://transparencia.recife.pe.leg.br/orcamento-financas/receitas/duodecimo/2024/2024-04-18
2024-04-19,4322903.40,4322903.40,0.0,,https://transparencia.recife.pe.leg.br/orcamento-financas/receitas/duodecimo/2024/2024-04-19
2024-04-19,1233710.19,1233710.19,0.0,,https://transparencia.recife.pe.leg.br/orcamento-financas/receitas/duodecimo/2024/2024-04-19-1
2024-05-06,900000.00,900000.00,0.0,,https://transparencia.recife.pe.leg.br/orcamento-financas/receitas/duodecimo/2024/2024-05-06
